Datetime;Area of dayzone / m2;Area of nightzone / m2;Q heating system building / W;TSensor of dayzone / K;TSensor of nightzone / K
14845800;64.0;64.0;0.0;299.950439453;300.269866943
14846400;64.0;64.0;0.0;299.946472168;300.251647949
14847000;64.0;64.0;0.0;299.941955566;300.22946167
14847600;64.0;64.0;0.0;299.937164307;300.204986572
14848200;64.0;64.0;0.0;299.932617188;300.180847168
14848800;64.0;64.0;0.0;299.928253174;300.157104492
14849400;64.0;64.0;0.0;299.923980713;300.133850098
14850000;64.0;64.0;0.0;299.919799805;300.111053467
14850600;64.0;64.0;0.0;299.915649414;300.088745117
14851200;64.0;64.0;0.0;299.911499023;300.066833496
14851800;64.0;64.0;0.0;299.907318115;300.045318604
14852400;64.0;64.0;0.0;299.903167725;300.024139404
14853000;64.0;64.0;0.0;299.898925781;300.003265381
14853600;64.0;64.0;0.0;299.89465332;299.98260498
14854200;64.0;64.0;0.0;299.765472412;299.991943359
14854800;64.0;64.0;0.0;299.671813965;299.992492676
14855400;64.0;64.0;0.0;299.597503662;299.987762451
14856000;64.0;64.0;0.0;299.538330078;299.979125977
14856600;64.0;64.0;0.0;299.490478516;299.967773438
14857200;64.0;64.0;0.0;299.451141357;299.954498291
14857800;64.0;64.0;0.0;299.418121338;299.940093994
14858400;64.0;64.0;0.0;299.389923096;299.924987793
14859000;64.0;64.0;0.0;299.365325928;299.909576416
14859600;64.0;64.0;0.0;299.343414307;299.894042969
14860200;64.0;64.0;0.0;299.323486328;299.878479004
14860800;64.0;64.0;0.0;299.304870605;299.862731934
14861400;64.0;64.0;0.0;299.276794434;299.836975098
14862000;64.0;64.0;0.0;299.260223389;299.820892334
14862600;64.0;64.0;0.0;299.248535156;299.809234619
14863200;64.0;64.0;0.0;299.235595703;299.79598999
14863800;64.0;64.0;0.0;299.21862793;299.778289795
14864400;64.0;64.0;0.0;299.194396973;299.752441406
14865000;64.0;64.0;0.0;299.177093506;299.733703613
14865600;64.0;64.0;0.0;299.166320801;299.721923828
14866200;64.0;64.0;0.0;299.150604248;299.704620361
14866800;64.0;64.0;0.0;299.133850098;299.686096191
14867400;64.0;64.0;0.0;299.117279053;299.667694092
14868000;64.0;64.0;0.0;299.100891113;299.649505615
14868600;64.0;64.0;0.0;299.084655762;299.631500244
14869200;64.0;64.0;0.0;299.068603516;299.613708496
14869800;64.0;64.0;0.0;299.052764893;299.596191406
14870400;64.0;64.0;0.0;299.037139893;299.578948975
14871000;64.0;64.0;0.0;299.021697998;299.561889648
14871600;64.0;64.0;0.0;299.006408691;299.545043945
14872200;64.0;64.0;0.0;298.991241455;299.528320312
14872800;64.0;64.0;0.0;298.976196289;299.511688232
14873400;64.0;64.0;0.0;298.961212158;299.495178223
14874000;64.0;64.0;0.0;298.946502686;299.478973389
14874600;64.0;64.0;0.0;298.932250977;299.463409424
14875200;64.0;64.0;0.0;298.918792725;299.448791504
14875800;64.0;64.0;0.0;298.906738281;299.436004639
14876400;64.0;64.0;0.0;298.896881104;299.426025391
14877000;64.0;64.0;0.0;298.889678955;299.419525146
14877600;64.0;64.0;0.0;298.884796143;299.416290283
14878200;64.0;64.0;0.0;298.878845215;299.41229248
14878800;64.0;64.0;0.0;298.872344971;299.407836914
14879400;64.0;64.0;0.0;298.865875244;299.403533936
14880000;64.0;64.0;0.0;298.859436035;299.39944458
14880600;64.0;64.0;0.0;298.852905273;299.395355225
14881200;64.0;64.0;0.0;298.84677124;299.391937256
14881800;64.0;64.0;0.0;298.841125488;299.389282227
14882400;64.0;64.0;0.0;298.836029053;299.387451172
14883000;64.0;64.0;0.0;298.831451416;299.386474609
14883600;64.0;64.0;0.0;298.827392578;299.386352539
14884200;64.0;64.0;0.0;298.823852539;299.387084961
14884800;64.0;64.0;0.0;298.820861816;299.388671875
14885400;64.0;64.0;0.0;298.818481445;299.391174316
14886000;64.0;64.0;0.0;298.816741943;299.394592285
14886600;64.0;64.0;0.0;298.857147217;299.365264893
14887200;64.0;64.0;0.0;298.88470459;299.347320557
14887800;64.0;64.0;0.0;298.91317749;299.333190918
14888400;64.0;64.0;0.0;298.928131104;299.328979492
14889000;64.0;64.0;0.0;298.93460083;299.328033447
14889600;64.0;64.0;0.0;298.946807861;299.328765869
14890200;64.0;64.0;0.0;298.959197998;299.332702637
14890800;64.0;64.0;0.0;298.969055176;299.338165283
14891400;64.0;64.0;0.0;298.977783203;299.344482422
14892000;64.0;64.0;0.0;298.983673096;299.34942627
14892600;64.0;64.0;0.0;298.992156982;299.357513428
14893200;64.0;64.0;0.0;299.000488281;299.36630249
14893800;64.0;64.0;0.0;299.008728027;299.375732422
14894400;64.0;64.0;0.0;299.016937256;299.385559082
14895000;64.0;64.0;0.0;299.025177002;299.395690918
14895600;64.0;64.0;0.0;299.033416748;299.406036377
14896200;64.0;64.0;0.0;299.041687012;299.416534424
14896800;64.0;64.0;0.0;299.049865723;299.427185059
14897400;64.0;64.0;0.0;299.057922363;299.437835693
14898000;64.0;64.0;0.0;299.065887451;299.448486328
14898600;64.0;64.0;0.0;299.073699951;299.459075928
14899200;64.0;64.0;0.0;299.081329346;299.469512939
14899800;64.0;64.0;0.0;299.088653564;299.479614258
14900400;64.0;64.0;0.0;299.09564209;299.489318848
14901000;64.0;64.0;0.0;299.102203369;299.498443604
14901600;64.0;64.0;0.0;299.108215332;299.50680542
14902200;64.0;64.0;0.0;299.113708496;299.514373779
14902800;64.0;64.0;0.0;299.118621826;299.520965576
14903400;64.0;64.0;0.0;299.123077393;299.526702881
14904000;64.0;64.0;0.0;299.127197266;299.531646729
14904600;64.0;64.0;0.0;299.131103516;299.535980225
14905200;64.0;64.0;0.0;299.134887695;299.539855957
14905800;64.0;64.0;0.0;299.138671875;299.543395996
14906400;64.0;64.0;0.0;299.142486572;299.546783447
14907000;64.0;64.0;0.0;299.14642334;299.550201416
14907600;64.0;64.0;0.0;299.150604248;299.553771973
14908200;64.0;64.0;0.0;299.154937744;299.557556152
14908800;64.0;64.0;0.0;299.159423828;299.561523438
14909400;64.0;64.0;0.0;299.163970947;299.565673828
14910000;64.0;64.0;0.0;299.168426514;299.569854736
14910600;64.0;64.0;0.0;299.172698975;299.573944092
14911200;64.0;64.0;0.0;299.176574707;299.577728271
14911800;64.0;64.0;0.0;299.179901123;299.580932617
14912400;64.0;64.0;0.0;299.182525635;299.583343506
14913000;64.0;64.0;0.0;299.184387207;299.584838867
14913600;64.0;64.0;0.0;299.185516357;299.585296631
14914200;64.0;64.0;0.0;299.186004639;299.584747314
14914800;64.0;64.0;0.0;299.185882568;299.583190918
14915400;64.0;64.0;0.0;299.185089111;299.580596924
14916000;64.0;64.0;0.0;299.183227539;299.576507568
14916600;64.0;64.0;0.0;299.180023193;299.570617676
14917200;64.0;64.0;0.0;299.175445557;299.562835693
14917800;64.0;64.0;0.0;299.169799805;299.553497314
14918400;64.0;64.0;0.0;299.163513184;299.543060303
14919000;64.0;64.0;0.0;299.157165527;299.532104492
14919600;64.0;64.0;0.0;299.1512146;299.521148682
14920200;64.0;64.0;0.0;299.145782471;299.510437012
14920800;64.0;64.0;0.0;299.140808105;299.499969482
14921400;64.0;64.0;0.0;299.136047363;299.489501953
14922000;64.0;64.0;0.0;299.131072998;299.478668213
14922600;64.0;64.0;0.0;299.209320068;299.471130371
14923200;64.0;64.0;0.0;299.261657715;299.461456299
14923800;64.0;64.0;0.0;299.300018311;299.450073242
14924400;64.0;64.0;0.0;299.328552246;299.437103271
14925000;64.0;64.0;0.0;299.348693848;299.422729492
14925600;64.0;64.0;0.0;299.36227417;299.407043457
14926200;64.0;64.0;0.0;299.370910645;299.390167236
14926800;64.0;64.0;0.0;299.375732422;299.372253418
14927400;64.0;64.0;0.0;299.377655029;299.35345459
14928000;64.0;64.0;0.0;299.377471924;299.333892822
14928600;64.0;64.0;0.0;299.375701904;299.313690186
14929200;64.0;64.0;0.0;299.372833252;299.292999268
14929800;64.0;64.0;0.0;299.369171143;299.272003174
14930400;64.0;64.0;0.0;299.36505127;299.250915527
14931000;64.0;64.0;0.0;299.360809326;299.229919434
14931600;64.0;64.0;0.0;299.356628418;299.209259033
14932200;64.0;64.0;0.0;299.352539062;299.188934326
14932800;64.0;64.0;0.0;299.348510742;299.168914795
14933400;64.0;64.0;0.0;299.344451904;299.149169922
14934000;64.0;64.0;0.0;299.340393066;299.129669189
14934600;64.0;64.0;0.0;299.336303711;299.110412598
14935200;64.0;64.0;0.0;299.33215332;299.091400146
14935800;64.0;64.0;0.0;299.327880859;299.072509766
14936400;64.0;64.0;0.0;299.323394775;299.053649902
14937000;64.0;64.0;0.0;299.318572998;299.034698486
14937600;64.0;64.0;0.0;299.313262939;299.015441895
14938200;64.0;64.0;0.0;299.307373047;298.995788574
14938800;64.0;64.0;0.0;299.300872803;298.975769043
14939400;64.0;64.0;0.0;299.29385376;298.955383301
14940000;64.0;64.0;0.0;299.286499023;298.934844971
14940600;64.0;64.0;0.0;299.151580811;298.943817139
14941200;64.0;64.0;0.0;299.052124023;298.943695068
14941800;64.0;64.0;0.0;298.976257324;298.938415527
14942400;64.0;64.0;0.0;298.917663574;298.929748535
14943000;64.0;64.0;0.0;298.871307373;298.918823242
14943600;64.0;64.0;0.0;298.833557129;298.90637207
14944200;64.0;64.0;0.0;298.8019104;298.892944336
14944800;64.0;64.0;0.0;298.774688721;298.878936768
14945400;64.0;64.0;0.0;298.750701904;298.864624023
14946000;64.0;64.0;0.0;298.720184326;298.843688965
14946600;64.0;64.0;0.0;298.698425293;298.827026367
14947200;64.0;64.0;0.0;298.688049316;298.818725586
14947800;64.0;64.0;0.0;298.673461914;298.80645752
14948400;64.0;64.0;0.0;298.656738281;298.791778564
14949000;64.0;64.0;0.0;298.640563965;298.777038574
14949600;64.0;64.0;0.0;298.624755859;298.762207031
14950200;64.0;64.0;0.0;298.60925293;298.747283936
14950800;64.0;64.0;0.0;298.593933105;298.732269287
14951400;64.0;64.0;0.0;298.578735352;298.717102051
14952000;64.0;64.0;0.0;298.563598633;298.701843262
14952600;64.0;64.0;0.0;298.548522949;298.68649292
14953200;64.0;64.0;0.0;298.533447266;298.671020508
14953800;64.0;64.0;0.0;298.5184021;298.655456543
14954400;64.0;64.0;0.0;298.503326416;298.639770508
14955000;64.0;64.0;0.0;298.488220215;298.62399292
14955600;64.0;64.0;0.0;298.473083496;298.608093262
14956200;64.0;64.0;0.0;298.457855225;298.592071533
14956800;64.0;64.0;0.0;298.442565918;298.575958252
14957400;64.0;64.0;0.0;298.427246094;298.559753418
14958000;64.0;64.0;0.0;298.41192627;298.543487549
14958600;64.0;64.0;0.0;298.396636963;298.527282715
14959200;64.0;64.0;0.0;298.381622314;298.511352539
14959800;64.0;64.0;0.0;298.36706543;298.495849609
14960400;64.0;64.0;0.0;298.352996826;298.480895996
14961000;64.0;64.0;0.0;298.339538574;298.466644287
14961600;64.0;64.0;0.0;298.326690674;298.453125
14962200;64.0;64.0;0.0;298.314422607;298.440368652
14962800;64.0;64.0;0.0;298.303100586;298.428833008
14963400;64.0;64.0;0.0;298.293212891;298.419250488
14964000;64.0;64.0;0.0;298.285064697;298.41204834
14964600;64.0;64.0;0.0;298.277130127;298.405517578
14965200;64.0;64.0;0.0;298.26953125;298.399688721
14965800;64.0;64.0;0.0;298.262512207;298.394866943
14966400;64.0;64.0;0.0;298.255950928;298.390991211
14967000;64.0;64.0;0.0;298.249389648;298.38760376
14967600;64.0;64.0;0.0;298.24319458;298.385040283
14968200;64.0;64.0;0.0;298.237579346;298.383666992
14968800;64.0;64.0;0.0;298.232696533;298.383666992
14969400;64.0;64.0;0.0;298.228637695;298.385162354
14970000;64.0;64.0;0.0;298.225372314;298.388061523
14970600;64.0;64.0;0.0;298.221893311;298.394226074
14971200;64.0;64.0;0.0;298.219482422;298.400238037
14971800;64.0;64.0;0.0;298.217346191;298.405975342
14972400;64.0;64.0;0.0;298.228637695;298.399902344
14973000;64.0;64.0;0.0;298.266326904;298.373779297
14973600;64.0;64.0;0.0;298.281341553;298.364105225
14974200;64.0;64.0;0.0;298.29989624;298.353790283
14974800;64.0;64.0;0.0;298.31439209;298.348846436
14975400;64.0;64.0;0.0;298.327423096;298.349029541
14976000;64.0;64.0;0.0;298.340301514;298.354095459
14976600;64.0;64.0;0.0;298.35345459;298.36328125
14977200;64.0;64.0;0.0;298.366699219;298.375518799
14977800;64.0;64.0;0.0;298.379333496;298.389343262
14978400;64.0;64.0;0.0;298.390594482;298.403289795
14979000;64.0;64.0;0.0;298.400695801;298.416900635
14979600;64.0;64.0;0.0;298.409973145;298.430053711
14980200;64.0;64.0;0.0;298.418640137;298.442901611
14980800;64.0;64.0;0.0;298.427062988;298.455688477
14981400;64.0;64.0;0.0;298.435424805;298.468597412
14982000;64.0;64.0;0.0;298.443817139;298.481689453
14982600;64.0;64.0;0.0;298.452148438;298.494812012
14983200;64.0;64.0;0.0;298.460296631;298.5078125
14983800;64.0;64.0;0.0;298.468017578;298.520385742
14984400;64.0;64.0;0.0;298.47543335;298.532623291
14985000;64.0;64.0;0.0;298.482635498;298.544677734
14985600;64.0;64.0;0.0;298.489959717;298.55682373
14986200;64.0;64.0;0.0;298.497894287;298.569732666
14986800;64.0;64.0;0.0;298.50668335;298.583679199
14987400;64.0;64.0;0.0;298.516174316;298.598602295
14988000;64.0;64.0;0.0;298.526000977;298.614105225
14988600;64.0;64.0;0.0;298.535583496;298.629547119
14989200;64.0;64.0;0.0;298.544311523;298.644042969
14989800;64.0;64.0;0.0;298.551818848;298.657104492
14990400;64.0;64.0;0.0;298.558044434;298.668487549
14991000;64.0;64.0;0.0;298.562988281;298.678070068
14991600;64.0;64.0;0.0;298.566711426;298.685882568
14992200;64.0;64.0;0.0;298.56942749;298.692077637
14992800;64.0;64.0;0.0;298.571411133;298.696990967
14993400;64.0;64.0;0.0;298.572753906;298.700714111
14994000;64.0;64.0;0.0;298.573669434;298.703491211
14994600;64.0;64.0;0.0;298.574371338;298.705535889
14995200;64.0;64.0;0.0;298.575012207;298.707061768
14995800;64.0;64.0;0.0;298.575714111;298.708312988
14996400;64.0;64.0;0.0;298.577270508;298.710113525
14997000;64.0;64.0;0.0;298.578125;298.710968018
14997600;64.0;64.0;0.0;298.581237793;298.714019775
14998200;64.0;64.0;0.0;298.582580566;298.715332031
14998800;64.0;64.0;0.0;298.585357666;298.718048096
14999400;64.0;64.0;0.0;298.588134766;298.720794678
15000000;64.0;64.0;0.0;298.59072876;298.723327637
15000600;64.0;64.0;0.0;298.593109131;298.725616455
15001200;64.0;64.0;0.0;298.595306396;298.727630615
15001800;64.0;64.0;0.0;298.597290039;298.729309082
15002400;64.0;64.0;0.0;298.599090576;298.730651855
15003000;64.0;64.0;0.0;298.600372314;298.73135376
15003600;64.0;64.0;0.0;298.601257324;298.731414795
15004200;64.0;64.0;0.0;298.601623535;298.730651855
15004800;64.0;64.0;0.0;298.601470947;298.729064941
15005400;64.0;64.0;0.0;298.600708008;298.726531982
15006000;64.0;64.0;0.0;298.599334717;298.722991943
15006600;64.0;64.0;0.0;298.597198486;298.718353271
15007200;64.0;64.0;0.0;298.594268799;298.712493896
15007800;64.0;64.0;0.0;298.590423584;298.705322266
15008400;64.0;64.0;0.0;298.585632324;298.696746826
15009000;64.0;64.0;0.0;298.664123535;298.690856934
15009600;64.0;64.0;0.0;298.71685791;298.681793213
15010200;64.0;64.0;0.0;298.755004883;298.66973877
15010800;64.0;64.0;0.0;298.781036377;298.65512085
15011400;64.0;64.0;0.0;298.797637939;298.638458252
15012000;64.0;64.0;0.0;298.807769775;298.620544434
15012600;64.0;64.0;0.0;298.814025879;298.602416992
15013200;64.0;64.0;0.0;298.818084717;298.584686279
15013800;64.0;64.0;0.0;298.820953369;298.567657471
15014400;64.0;64.0;0.0;298.823150635;298.551208496
15015000;64.0;64.0;0.0;298.824798584;298.534881592
15015600;64.0;64.0;0.0;298.825775146;298.518280029
15016200;64.0;64.0;0.0;298.825897217;298.501190186
15016800;64.0;64.0;0.0;298.825286865;298.483673096
15017400;64.0;64.0;0.0;298.824127197;298.46585083
15018000;64.0;64.0;0.0;298.822540283;298.447845459
15018600;64.0;64.0;0.0;298.820373535;298.42956543
15019200;64.0;64.0;0.0;298.817474365;298.410736084
15019800;64.0;64.0;0.0;298.813659668;298.391174316
15020400;64.0;64.0;0.0;298.808898926;298.370880127
15021000;64.0;64.0;0.0;298.803314209;298.349945068
15021600;64.0;64.0;0.0;298.797027588;298.328460693
15022200;64.0;64.0;0.0;298.790130615;298.306549072
15022800;64.0;64.0;0.0;298.782836914;298.284362793
15023400;64.0;64.0;0.0;298.775238037;298.262023926
15024000;64.0;64.0;0.0;298.767425537;298.239532471
15024600;64.0;64.0;0.0;298.759399414;298.216918945
15025200;64.0;64.0;0.0;298.751220703;298.194152832
15025800;64.0;64.0;0.0;298.742858887;298.171203613
15026400;64.0;64.0;0.0;298.734283447;298.147979736
15027000;64.0;64.0;0.0;298.597991943;298.154022217
15027600;64.0;64.0;0.0;298.496643066;298.150756836
15028200;64.0;64.0;0.0;298.418670654;298.141998291
15028800;64.0;64.0;0.0;298.357696533;298.129486084
15029400;64.0;64.0;0.0;298.308654785;298.114318848
15030000;64.0;64.0;0.0;298.267883301;298.097229004
15030600;64.0;64.0;0.0;298.232788086;298.078582764
15031200;64.0;64.0;0.0;298.183044434;298.045227051
15031800;64.0;64.0;0.0;298.163452148;298.029998779
15032400;64.0;64.0;0.0;298.145385742;298.015014648
15033000;64.0;64.0;0.0;298.119110107;297.991668701
15033600;64.0;64.0;0.0;298.093475342;297.967468262
15034200;64.0;64.0;0.0;298.068206787;297.942382812
15034800;64.0;64.0;0.0;298.042785645;297.91619873
15035400;64.0;64.0;0.0;298.016967773;297.888824463
15036000;64.0;64.0;0.0;297.990753174;297.86038208
15036600;64.0;64.0;0.0;297.964294434;297.83114624
15037200;64.0;64.0;0.0;297.937896729;297.801544189
15037800;64.0;64.0;0.0;297.912017822;297.772033691
15038400;64.0;64.0;0.0;297.88684082;297.742919922
15039000;64.0;64.0;0.0;297.862426758;297.714294434
15039600;64.0;64.0;0.0;297.838775635;297.686187744
15040200;64.0;64.0;0.0;297.815734863;297.658599854
15040800;64.0;64.0;0.0;297.793243408;297.631408691
15041400;64.0;64.0;0.0;297.771057129;297.604522705
15042000;64.0;64.0;0.0;297.74911499;297.577819824
15042600;64.0;64.0;0.0;297.727294922;297.551269531
15043200;64.0;64.0;0.0;297.705596924;297.524841309
15043800;64.0;64.0;0.0;297.683990479;297.498443604
15044400;64.0;64.0;0.0;297.662506104;297.472167969
15045000;64.0;64.0;0.0;297.641174316;297.446014404
15045600;64.0;64.0;0.0;297.620117188;297.420135498
15046200;64.0;64.0;0.0;297.599609375;297.394836426
15046800;64.0;64.0;0.0;297.580871582;297.371551514
15047400;64.0;64.0;0.0;297.56729126;297.354553223
15048000;64.0;64.0;0.0;297.5625;297.348999023
15048600;64.0;64.0;0.0;297.569061279;297.358825684
15049200;64.0;64.0;0.0;297.591339111;297.38949585
15049800;64.0;64.0;0.0;297.625976562;297.437683105
15050400;64.0;64.0;0.0;297.665313721;297.493865967
15051000;64.0;64.0;0.0;297.703369141;297.549865723
15051600;64.0;64.0;0.0;297.736328125;297.599945068
15052200;64.0;64.0;0.0;297.766967773;297.647033691
15052800;64.0;64.0;0.0;297.798156738;297.695129395
15053400;64.0;64.0;0.0;297.845336914;297.771697998
15054000;64.0;64.0;0.0;297.853363037;297.784851074
15054600;64.0;64.0;0.0;297.881072998;297.830841064
15055200;64.0;64.0;0.0;297.920776367;297.89654541
15055800;64.0;64.0;0.0;297.943664551;297.933654785
15056400;64.0;64.0;0.0;297.977081299;297.988067627
15057000;64.0;64.0;0.0;298.01260376;298.046203613
15057600;64.0;64.0;0.0;298.068481445;298.140167236
15058200;64.0;64.0;0.0;298.081390381;298.162750244
15058800;64.0;64.0;0.0;298.102661133;298.201477051
15059400;64.0;64.0;0.0;298.175598145;298.205230713
15060000;64.0;64.0;0.0;298.206237793;298.210174561
15060600;64.0;64.0;0.0;298.240356445;298.219909668
15061200;64.0;64.0;0.0;298.271270752;298.235321045
15061800;64.0;64.0;0.0;298.301727295;298.25793457
15062400;64.0;64.0;0.0;298.333374023;298.288452148
15063000;64.0;64.0;0.0;298.36831665;298.328369141
15063600;64.0;64.0;0.0;298.406097412;298.376190186
15064200;64.0;64.0;0.0;298.444396973;298.427947998
15064800;64.0;64.0;0.0;298.503723145;298.511871338
15065400;64.0;64.0;0.0;298.53729248;298.560211182
15066000;64.0;64.0;0.0;298.555114746;298.585968018
15066600;64.0;64.0;0.0;298.589813232;298.636199951
15067200;64.0;64.0;0.0;298.622314453;298.683746338
15067800;64.0;64.0;0.0;298.653930664;298.730194092
15068400;64.0;64.0;0.0;298.688201904;298.780212402
15069000;64.0;64.0;0.0;298.722686768;298.831573486
15069600;64.0;64.0;0.0;298.757995605;298.885131836
15070200;64.0;64.0;0.0;298.794250488;298.940948486
15070800;64.0;64.0;0.0;298.831878662;298.999389648
15071400;64.0;64.0;0.0;298.87802124;299.071136475
15072000;64.0;64.0;0.0;298.911590576;299.124145508
15072600;64.0;64.0;0.0;298.975524902;299.226501465
15073200;64.0;64.0;0.0;299.005340576;299.274963379
15073800;64.0;64.0;0.0;299.026062012;299.309082031
15074400;64.0;64.0;0.0;299.060424805;299.367095947
15075000;64.0;64.0;0.0;299.109008789;299.453582764
15075600;64.0;64.0;0.0;299.117645264;299.469512939
15076200;64.0;64.0;0.0;299.140380859;299.512390137
15076800;64.0;64.0;0.0;299.160522461;299.550537109
15077400;64.0;64.0;0.0;299.178771973;299.584503174
15078000;64.0;64.0;0.0;299.206390381;299.632720947
15078600;64.0;64.0;0.0;299.220397949;299.655822754
15079200;64.0;64.0;0.0;299.245300293;299.69519043
15079800;64.0;64.0;0.0;299.249725342;299.702087402
15080400;64.0;64.0;0.0;299.269287109;299.731750488
15081000;64.0;64.0;0.0;299.289550781;299.762176514
15081600;64.0;64.0;0.0;299.309844971;299.792633057
15082200;64.0;64.0;0.0;299.32989502;299.822540283
15082800;64.0;64.0;0.0;299.349761963;299.851776123
15083400;64.0;64.0;0.0;299.370269775;299.881134033
15084000;64.0;64.0;0.0;299.392181396;299.911560059
15084600;64.0;64.0;0.0;299.43057251;299.963378906
15085200;64.0;64.0;0.0;299.44229126;299.979125977
15085800;64.0;64.0;0.0;299.469116211;300.015228271
15086400;64.0;64.0;0.0;299.496459961;300.052246094
15087000;64.0;64.0;0.0;299.523803711;300.089538574
15087600;64.0;64.0;0.0;299.550750732;300.126586914
15088200;64.0;64.0;0.0;299.576324463;300.162200928
15088800;64.0;64.0;0.0;299.600128174;300.195587158
15089400;64.0;64.0;0.0;299.621917725;300.226318359
15090000;64.0;64.0;0.0;299.641540527;300.25390625
15090600;64.0;64.0;0.0;299.664794922;300.286376953
15091200;64.0;64.0;0.0;299.670837402;300.294555664
15091800;64.0;64.0;0.0;299.682342529;300.309112549
15092400;64.0;64.0;0.0;299.692474365;300.320739746
15093000;64.0;64.0;0.0;299.699645996;300.327941895
15093600;64.0;64.0;0.0;299.706573486;300.33416748
15094200;64.0;64.0;0.0;299.714874268;300.340942383
15094800;64.0;64.0;0.0;299.717315674;300.342712402
15095400;64.0;64.0;0.0;299.807037354;300.350982666
15096000;64.0;64.0;0.0;299.871185303;300.356231689
15096600;64.0;64.0;0.0;299.918884277;300.359802246
15097200;64.0;64.0;0.0;299.955505371;300.363189697
15097800;64.0;64.0;0.0;299.994354248;300.368499756
15098400;64.0;64.0;0.0;300.018463135;300.373352051
15099000;64.0;64.0;0.0;300.031646729;300.376617432
15099600;64.0;64.0;0.0;300.060791016;300.385375977
15100200;64.0;64.0;0.0;300.07019043;300.388397217
15100800;64.0;64.0;0.0;300.085479736;300.391998291
15101400;64.0;64.0;0.0;300.091918945;300.385681152
15102000;64.0;64.0;0.0;300.083190918;300.354492188
15102600;64.0;64.0;0.0;300.064422607;300.311126709
15103200;64.0;64.0;0.0;300.039367676;300.257904053
15103800;64.0;64.0;0.0;300.02520752;300.227630615
15104400;64.0;64.0;0.0;299.986907959;300.139007568
15105000;64.0;64.0;0.0;299.973358154;300.106109619
15105600;64.0;64.0;0.0;299.955474854;300.060668945
15106200;64.0;64.0;0.0;299.940368652;300.020324707
15106800;64.0;64.0;0.0;299.925964355;299.979400635
15107400;64.0;64.0;0.0;299.91229248;299.937866211
15108000;64.0;64.0;0.0;299.90045166;299.89855957
15108600;64.0;64.0;0.0;299.890045166;299.860809326
15109200;64.0;64.0;0.0;299.880645752;299.824371338
15109800;64.0;64.0;0.0;299.868255615;299.774749756
15110400;64.0;64.0;0.0;299.863372803;299.755065918
15111000;64.0;64.0;0.0;299.855010986;299.721984863
15111600;64.0;64.0;0.0;299.84274292;299.675292969
15112200;64.0;64.0;0.0;299.838226318;299.658630371
15112800;64.0;64.0;0.0;299.829681396;299.628204346
15113400;64.0;64.0;0.0;299.652557373;299.625152588
15114000;64.0;64.0;0.0;299.56439209;299.614807129
15114600;64.0;64.0;0.0;299.516998291;299.605926514
15115200;64.0;64.0;0.0;299.457427979;299.589569092
15115800;64.0;64.0;0.0;299.393951416;299.56350708
15116400;64.0;64.0;0.0;299.360076904;299.545349121
15117000;64.0;64.0;0.0;299.339385986;299.532775879
15117600;64.0;64.0;0.0;299.311920166;299.513336182
15118200;64.0;64.0;0.0;299.28805542;299.494354248
15118800;64.0;64.0;0.0;299.266998291;299.476013184
15119400;64.0;64.0;0.0;299.238739014;299.44934082
15120000;64.0;64.0;0.0;299.2265625;299.43737793
15120600;64.0;64.0;0.0;299.213500977;299.424224854
15121200;64.0;64.0;0.0;299.197113037;299.407531738
15121800;64.0;64.0;0.0;299.180999756;299.390960693
15122400;64.0;64.0;0.0;299.165100098;299.374511719
15123000;64.0;64.0;0.0;299.149353027;299.358154297
15123600;64.0;64.0;0.0;299.13369751;299.341918945
15124200;64.0;64.0;0.0;299.118255615;299.325836182
15124800;64.0;64.0;0.0;299.102996826;299.309997559
15125400;64.0;64.0;0.0;299.08807373;299.294555664
15126000;64.0;64.0;0.0;299.073394775;299.27947998
15126600;64.0;64.0;0.0;299.058898926;299.264770508
15127200;64.0;64.0;0.0;299.044464111;299.250335693
15127800;64.0;64.0;0.0;299.029907227;299.235961914
15128400;64.0;64.0;0.0;299.015228271;299.221588135
15129000;64.0;64.0;0.0;299.000396729;299.207183838
15129600;64.0;64.0;0.0;298.98550415;299.192718506
15130200;64.0;64.0;0.0;298.97052002;299.178161621
15130800;64.0;64.0;0.0;298.955505371;299.163513184
15131400;64.0;64.0;0.0;298.940460205;299.148742676
15132000;64.0;64.0;0.0;298.925384521;299.13381958
15132600;64.0;64.0;0.0;298.91027832;299.118835449
15133200;64.0;64.0;0.0;298.895294189;299.103881836
15133800;64.0;64.0;0.0;298.880645752;299.089233398
15134400;64.0;64.0;0.0;298.866668701;299.0753479
15135000;64.0;64.0;0.0;298.854736328;299.063903809
15135600;64.0;64.0;0.0;298.846740723;299.057281494
15136200;64.0;64.0;0.0;298.845001221;299.058410645
15136800;64.0;64.0;0.0;298.850952148;299.069366455
15137400;64.0;64.0;0.0;298.85647583;299.08102417
15138000;64.0;64.0;0.0;298.861358643;299.092498779
15138600;64.0;64.0;0.0;298.865966797;299.104095459
15139200;64.0;64.0;0.0;298.869506836;299.115020752
15139800;64.0;64.0;0.0;298.869476318;299.122314453
15140400;64.0;64.0;0.0;298.867828369;299.127838135
15141000;64.0;64.0;0.0;298.865478516;299.132720947
15141600;64.0;64.0;0.0;298.862915039;299.137664795
15142200;64.0;64.0;0.0;298.860626221;299.143188477
15142800;64.0;64.0;0.0;298.858154297;299.153656006
15143400;64.0;64.0;0.0;298.857421875;299.161804199
