#1 
double data(35040,2)
0.000000000000000000e+00 1.215428571428571303e+02
9.000000000000000000e+02 1.144571428571428697e+02
1.800000000000000000e+03 1.144571428571428413e+02
2.700000000000000000e+03 1.144571428571428697e+02
3.600000000000000000e+03 1.215428571428571303e+02
4.500000000000000000e+03 1.144571428571428697e+02
5.400000000000000000e+03 1.144571428571428697e+02
6.300000000000000000e+03 1.215428571428571303e+02
7.200000000000000000e+03 1.144571428571428697e+02
8.100000000000000000e+03 1.144571428571428413e+02
9.000000000000000000e+03 1.144571428571428697e+02
9.900000000000000000e+03 1.215428571428571303e+02
1.080000000000000000e+04 1.144571428571428697e+02
1.170000000000000000e+04 1.144571428571428697e+02
1.260000000000000000e+04 1.215428571428571303e+02
1.350000000000000000e+04 1.144571428571428697e+02
1.440000000000000000e+04 7.714285714285714413e+00
1.530000000000000000e+04 1.800000000000000000e+01
1.620000000000000000e+04 5.465714285714285836e+01
1.710000000000000000e+04 1.041714285714285779e+02
1.800000000000000000e+04 9.708571428571428896e+01
1.890000000000000000e+04 1.057714285714285722e+02
1.980000000000000000e+04 1.057714285714285722e+02
2.070000000000000000e+04 1.128571428571428612e+02
2.160000000000000000e+04 1.057714285714285722e+02
2.250000000000000000e+04 1.057714285714285722e+02
2.340000000000000000e+04 1.128571428571428612e+02
2.430000000000000000e+04 1.057714285714285722e+02
2.520000000000000000e+04 1.057714285714285722e+02
2.610000000000000000e+04 1.057714285714285722e+02
2.700000000000000000e+04 9.357142857142856940e+01
2.790000000000000000e+04 3.505714285714285694e+01
2.880000000000000000e+04 1.401752857142857238e+03
2.970000000000000000e+04 1.786607142857142890e+03
3.060000000000000000e+04 2.348571428571428754e+01
3.150000000000000000e+04 3.377142857142857224e+01
3.240000000000000000e+04 5.048571428571428044e+01
3.330000000000000000e+04 8.585714285714286120e+01
3.420000000000000000e+04 1.057714285714285722e+02
3.510000000000000000e+04 1.057714285714285722e+02
3.600000000000000000e+04 1.090000000000000000e+02
3.690000000000000000e+04 8.777142857142857224e+01
3.780000000000000000e+04 6.977142857142857224e+01
